Date,Time,BODY,COVER,12T_NB,12T_WB,26T,28T,LPM,WP1,BP1,BP2,Noise,Box_No
NA,NA,2406089,C0624120,2E24,2E24,224,2E24,NA,NA,NA,NA,NA,NA
